,ChEMBL ID,Name,SMILES,Molecular Weight,LogP,HBA,HBD,TPSA,Protein
7381,CHEMBL3898408,,CC(C)n1cc(Cl)c(C(=O)Nc2cnc(F)c([C@]3(C)C[C@@H](C(F)(F)F)OC(N)=N3)c2)n1,462.84,3.78,7.0,2.0,107.42,BACE1
7382,CHEMBL3969602,,C[C@@]1(c2cc(NC(=O)c3nn(C(F)F)cc3Cl)cnc2F)C[C@@H](C(F)(F)F)OC(N)=N1,470.76,3.60,7.0,2.0,107.42,BACE1
7383,CHEMBL3914387,,[C-]#[N+]c1ccc(C(=O)Nc2cc(F)c(F)c([C@]3(CF)C[C@@H](C(F)(F)F)OC(N)=N3)c2)nc1,457.33,3.99,5.0,2.0,93.96,BACE1
7384,CHEMBL3968817,,NC1=N[C@](CF)(c2cc(NC(=O)c3ccc(Cl)cn3)cc(F)c2F)C[C@@H](C(F)(F)F)O1,466.77,4.10,5.0,2.0,89.60,BACE1
7385,CHEMBL3901216,,COc1cnc(C(=O)Nc2cc(F)c(F)c([C@]3(CF)C[C@@H](C(F)(F)F)OC(N)=N3)c2)cn1,463.34,2.85,7.0,2.0,111.72,BACE1
7386,CHEMBL3935940,,C#CCOc1cnc(C(=O)Nc2cc(F)c(F)c([C@]3(CF)C[C@@H](C(F)(F)F)OC(N)=N3)c2)cn1,487.36,2.85,7.0,2.0,111.72,BACE1
7387,CHEMBL3904438,,CC#CCOc1cnc(C(=O)Nc2cc(F)c(F)c([C@]3(CF)C[C@@H](C(F)(F)F)OC(N)=N3)c2)cn1,501.39,3.24,7.0,2.0,111.72,BACE1
7388,CHEMBL3927002,,COc1ccc(C(=O)Nc2cc(F)c(F)c([C@]3(CF)C[C@@H](C(F)(F)F)OC(N)=N3)c2)nc1,462.35,3.45,6.0,2.0,98.83,BACE1
7389,CHEMBL3898955,,NC1=N[C@](CF)(c2cc(NC(=O)c3ccc(Br)cn3)cc(F)c2F)C[C@@H](C(F)(F)F)O1,511.22,4.21,5.0,2.0,89.60,BACE1
7390,CHEMBL3953730,,C#CCOc1ccc(C(=O)Nc2cc(F)c(F)c([C@]3(CF)C[C@@H](C(F)(F)F)OC(N)=N3)c2)nc1,486.37,3.45,6.0,2.0,98.83,BACE1
7391,CHEMBL3941417,,CC#CCOc1ccc(C(=O)Nc2cc(F)c(F)c([C@]3(CF)C[C@@H](C(F)(F)F)OC(N)=N3)c2)nc1,500.40,3.84,6.0,2.0,98.83,BACE1
7392,CHEMBL3913444,,NC1=N[C@](CF)(c2cc(Nc3nccc4cc(Cl)cnc34)cc(F)c2F)C[C@@H](C(F)(F)F)O1,489.81,5.14,6.0,2.0,85.42,BACE1
7393,CHEMBL3902460,,N#Cc1cnc2c(Nc3cc(F)c(F)c([C@]4(CF)C[C@@H](C(F)(F)F)OC(N)=N4)c3)nccc2c1,480.37,4.35,7.0,2.0,109.21,BACE1
7394,CHEMBL3979325,,NC1=N[C@](CF)(c2cc(NC(=O)c3ccc(C#CC4CC4)cn3)cc(F)c2F)C[C@@H](C(F)(F)F)O1,496.41,4.20,5.0,2.0,89.60,BACE1
7395,CHEMBL3903133,,[C-]#[N+]c1ccc(C(=O)Nc2cc(F)c(F)c([C@]3(C)C[C@@H](C(F)(F)F)OC(N)=N3)c2)nc1,439.34,4.04,5.0,2.0,93.96,BACE1
7396,CHEMBL3931128,,C[C@@]1(c2cc(NC(=O)c3ccc(Cl)cn3)cc(F)c2F)C[C@@H](C(F)(F)F)OC(N)=N1,448.78,4.15,5.0,2.0,89.60,BACE1
7397,CHEMBL3915646,,COc1cnc(C(=O)Nc2cc(F)c(F)c([C@]3(C)C[C@@H](C(F)(F)F)OC(N)=N3)c2)cn1,445.35,2.90,7.0,2.0,111.72,BACE1
7398,CHEMBL3940163,,Cc1cc(C#N)cnc1C(=O)Nc1cc(F)c(F)c([C@]2(C)C[C@@H](C(F)(F)F)OC(N)=N2)c1,453.37,3.67,6.0,2.0,113.39,BACE1
7399,CHEMBL3916872,,C[C@@]1(c2cc(NC(=O)c3ncc(C#N)cc3Cl)cc(F)c2F)C[C@@H](C(F)(F)F)OC(N)=N1,473.79,4.02,6.0,2.0,113.39,BACE1
7400,CHEMBL3944783,,COc1cc(C#N)cnc1C(=O)Nc1cc(F)c(F)c([C@]2(C)C[C@@H](C(F)(F)F)OC(N)=N2)c1,469.37,3.37,7.0,2.0,122.62,BACE1
7401,CHEMBL3922335,,COc1cnc(C(=O)Nc2cc(F)c(F)c([C@]3(C)C[C@@H](C(F)(F)F)OC(N)=N3)c2)c(Cl)c1,478.81,4.16,6.0,2.0,98.83,BACE1
7402,CHEMBL3925742,,Cc1cc(Cl)cnc1C(=O)Nc1cc(F)c(F)c([C@]2(C)C[C@@H](C(F)(F)F)OC(N)=N2)c1,462.81,4.46,5.0,2.0,89.60,BACE1
7403,CHEMBL3895405,,Cc1cc(C(F)F)cnc1C(=O)Nc1cc(F)c(F)c([C@]2(C)C[C@@H](C(F)(F)F)OC(N)=N2)c1,478.37,4.74,5.0,2.0,89.60,BACE1
7404,CHEMBL3923385,,C[C@@]1(c2cc(NC(=O)c3ncc(Cl)cc3Cl)cc(F)c2F)C[C@@H](C(F)(F)F)OC(N)=N1,483.22,4.80,5.0,2.0,89.60,BACE1
7405,CHEMBL3949268,,C[C@@]1(c2cc(Nc3nccc4cc(Cl)cnc34)cc(F)c2F)C[C@@H](C(F)(F)F)OC(N)=N1,471.82,5.19,6.0,2.0,85.42,BACE1
7406,CHEMBL3961045,,C[C@@]1(c2cc(Nc3nccc4cc(C#N)cnc34)cc(F)c2F)C[C@@H](C(F)(F)F)OC(N)=N1,462.38,4.40,7.0,2.0,109.21,BACE1
7407,CHEMBL3906761,,C[C@@]1(c2cc(Nc3ncc(F)c4cc(C#N)cnc34)cc(F)c2F)C[C@@H](C(F)(F)F)OC(N)=N1,480.37,4.54,7.0,2.0,109.21,BACE1
7408,CHEMBL3899306,,COc1cnc2c(Nc3cc(F)c(F)c([C@]4(C)C[C@@H](C(F)(F)F)OC(N)=N4)c3)nccc2n1,468.39,3.94,8.0,2.0,107.54,BACE1
7409,CHEMBL3911484,,COc1cnc2c(Nc3cc(F)c(F)c([C@]4(C)C[C@@H](C(F)(F)F)OC(N)=N4)c3)nccc2c1,467.40,4.54,7.0,2.0,94.65,BACE1
7410,CHEMBL3901027,,COc1cnc(C(=O)Nc2cc(F)c(F)c([C@]3(C)C[C@@H](C(F)(F)F)OC(N)=N3)c2)c(C)n1,459.38,3.21,7.0,2.0,111.72,BACE1
7411,CHEMBL3972152,,Cc1cc(OC(F)F)cnc1C(=O)Nc1cc(F)c(F)c([C@]2(C)C[C@@H](C(F)(F)F)OC(N)=N2)c1,494.37,4.40,6.0,2.0,98.83,BACE1
7412,CHEMBL3910073,,C[C@@]1(c2cc(NC(=O)c3ccc(Br)cn3)cc(F)c2F)C[C@@H](C(F)(F)F)OC(N)=N1,493.23,4.26,5.0,2.0,89.60,BACE1
7413,CHEMBL3894515,,NC1=N[C@](CF)(c2cc(NC(=S)c3ccc(Cl)cn3)ccc2F)C[C@@H](C(F)(F)F)O1,464.85,4.49,5.0,2.0,72.53,BACE1
7414,CHEMBL3935512,,C#CCOc1cnc(C(=O)Nc2cnc(F)c([C@]3(C)C[C@@H](C(F)(F)F)OC(N)=N3)c2)cn1,452.37,2.16,8.0,2.0,124.61,BACE1
7415,CHEMBL3939374,,C#CCOc1cnc(C(=O)Nc2ccc(F)c([C@]3(C)C[C@@H](C(F)(F)F)OC(N)=N3)c2)cn1,451.38,2.76,7.0,2.0,111.72,BACE1
7416,CHEMBL3952931,,N#Cc1ccc(C#Cc2ccc(F)c([C@]3(CF)C[C@@H](C(F)(F)F)OC(N)=N3)c2)nc1,420.34,3.32,5.0,1.0,84.29,BACE1
7417,CHEMBL3925243,,CNC(=O)c1ccc(C#Cc2ccc(F)c([C@]3(CF)C[C@@H](C(F)(F)F)OC(N)=N3)c2)nc1,452.38,2.81,5.0,2.0,89.60,BACE1
7418,CHEMBL3940730,,NC1=N[C@](CF)(c2cc(C#Cc3ccc(OC(F)F)cn3)ccc2F)C[C@@H](C(F)(F)F)O1,461.34,4.05,5.0,1.0,69.73,BACE1
7419,CHEMBL3916241,,NC1=N[C@](CF)(c2cc(C#Cc3ccc(OC4CCC4)cn3)ccc2F)C[C@@H](C(F)(F)F)O1,465.42,4.38,5.0,1.0,69.73,BACE1
7420,CHEMBL3915749,,CNC(=O)c1ccnc(C#Cc2ccc(F)c([C@]3(CF)C[C@@H](C(F)(F)F)OC(N)=N3)c2)c1,452.38,2.81,5.0,2.0,89.60,BACE1
7421,CHEMBL3943708,,NC1=N[C@](CF)(c2cc(C#Cc3cccc4[nH]ccc34)ccc2F)C[C@@H](C(F)(F)F)O1,433.38,4.54,3.0,2.0,63.40,BACE1
7422,CHEMBL3921212,,NC1=N[C@](CF)(c2cc(C#Cc3ccc4[nH]ccc4c3)ccc2F)C[C@@H](C(F)(F)F)O1,433.38,4.54,3.0,2.0,63.40,BACE1
7423,CHEMBL3952431,,NC1=N[C@](CF)(c2cc(C#Cc3ccc4cc[nH]c4c3)ccc2F)C[C@@H](C(F)(F)F)O1,433.38,4.54,3.0,2.0,63.40,BACE1
7424,CHEMBL3938609,,NC1=N[C@](CF)(c2cc(C#Cc3cccc4cc[nH]c34)ccc2F)C[C@@H](C(F)(F)F)O1,433.38,4.54,3.0,2.0,63.40,BACE1
7425,CHEMBL3965566,,NC1=N[C@](CF)(c2cc(Oc3cc(-c4ccccc4)cc(Cl)n3)ccc2F)C[C@@H](C(F)(F)F)O1,497.85,6.16,5.0,1.0,69.73,BACE1
7426,CHEMBL3914410,,N#Cc1cnc(C(=O)Nc2cc(F)c(F)c([C@]3(CF)C[C@@H](C(F)(F)F)OC(N)=N3)c2)c(F)c1,475.32,3.45,6.0,2.0,113.39,BACE1
7427,CHEMBL3926914,,NC1=N[C@](CF)(c2cc(NC(=O)c3ncc(Cl)cc3F)cc(F)c2F)C[C@@H](C(F)(F)F)O1,484.76,4.24,5.0,2.0,89.60,BACE1
7428,CHEMBL3964029,,Cc1cc(C#N)cnc1C(=O)Nc1cc(F)c(F)c([C@]2(CF)C[C@@H](C(F)(F)F)OC(N)=N2)c1,471.36,3.62,6.0,2.0,113.39,BACE1
7429,CHEMBL3973710,,COc1cccnc1Nc1cc(F)c(F)c([C@]2(C)C[C@@H](C(F)(F)F)OC(N)=N2)c1,416.35,3.99,6.0,2.0,81.76,BACE1
7430,CHEMBL3923927,,Cc1cc(C(F)F)cnc1C(=O)Nc1cc(C)c(F)c([C@]2(CF)C[C@@H](C(F)(F)F)OC(N)=N2)c1,492.40,4.86,5.0,2.0,89.60,BACE1
7431,CHEMBL3966537,,COc1cnc(C(=O)Nc2cc(C)c(F)c([C@]3(CF)C[C@@H](C(F)(F)F)OC(N)=N3)c2)c(C)n1,473.40,3.32,7.0,2.0,111.72,BACE1
7432,CHEMBL3904149,,C#CCOc1cnc(C(=O)Nc2cc(C)c(F)c([C@]3(CF)C[C@@H](C(F)(F)F)OC(N)=N3)c2)cn1,483.40,3.02,7.0,2.0,111.72,BACE1
7433,CHEMBL3928397,,Cc1cc(C#N)cnc1C(=O)Nc1cc(C)c(F)c([C@]2(CF)C[C@@H](C(F)(F)F)OC(N)=N2)c1,467.40,3.79,6.0,2.0,113.39,BACE1
7434,CHEMBL3972147,,Cc1cc(OCC(F)(F)F)cnc1C(=O)Nc1cc(C)c(F)c([C@]2(CF)C[C@@H](C(F)(F)F)OC(N)=N2)c1,540.41,4.86,6.0,2.0,98.83,BACE1
7435,CHEMBL3942544,,Cc1cc(NC(=O)c2ccc(C(F)F)cn2)cc([C@]2(CF)C[C@@H](C(F)(F)F)OC(N)=N2)c1F,478.37,4.55,5.0,2.0,89.60,BACE1
7436,CHEMBL3948355,,COc1cc(Cl)cnc1C(=O)Nc1cc(C)c(F)c([C@]2(CF)C[C@@H](C(F)(F)F)OC(N)=N2)c1,492.83,4.27,6.0,2.0,98.83,BACE1
7437,CHEMBL3980634,,Cc1cc(NC(=O)c2ccc(F)cn2)cc([C@]2(CF)C[C@@H](C(F)(F)F)OC(N)=N2)c1F,446.35,3.75,5.0,2.0,89.60,BACE1
7438,CHEMBL3913544,,COc1ccc(C(=O)Nc2cc(F)c(F)c([C@]3(C)C[C@@H](C(F)(F)F)OC(N)=N3)c2)nc1,444.36,3.50,6.0,2.0,98.83,BACE1
7439,CHEMBL3943009,,Cc1cc(NC(=O)c2ccc(Cl)cn2)cc([C@]2(CF)C[C@@H](C(F)(F)F)OC(N)=N2)c1F,462.81,4.27,5.0,2.0,89.60,BACE1
7440,CHEMBL3972614,,Cc1cc(NC(=O)c2ccc(C#N)cn2)cc([C@]2(CF)C[C@@H](C(F)(F)F)OC(N)=N2)c1F,453.37,3.48,6.0,2.0,113.39,BACE1
7441,CHEMBL3971569,,COc1cnc(C(=O)Nc2cc(C)c(F)c([C@]3(CF)C[C@@H](C(F)(F)F)OC(N)=N3)c2)c(C)c1,472.41,3.93,6.0,2.0,98.83,BACE1
7442,CHEMBL3972899,,COc1cnc(C(=O)Nc2cc(F)c(F)c([C@]3(C)C[C@@H](C(F)(F)F)OC(N)=N3)c2)c(C)c1,458.39,3.81,6.0,2.0,98.83,BACE1
7443,CHEMBL3896886,,COc1cnc(C(=O)Nc2cc(C)c(F)c([C@]3(CF)C[C@@H](C(F)(F)F)OC(N)=N3)c2)cn1,459.38,3.02,7.0,2.0,111.72,BACE1
7444,CHEMBL3957027,,Cc1cc(OC(F)F)cnc1C(=O)Nc1cc(C)c(F)c([C@]2(CF)C[C@@H](C(F)(F)F)OC(N)=N2)c1,508.39,4.52,6.0,2.0,98.83,BACE1
7445,CHEMBL3985686,,COc1ccc(C(=O)Nc2cc(C)c(F)c([C@]3(CF)C[C@@H](C(F)(F)F)OC(N)=N3)c2)nc1,458.39,3.62,6.0,2.0,98.83,BACE1
7446,CHEMBL3940796,,Cc1cc(Nc2ncnc3cc(Cl)cnc23)cc([C@]2(CF)C[C@@H](C(F)(F)F)OC(N)=N2)c1F,486.83,4.70,7.0,2.0,98.31,BACE1
7447,CHEMBL3985357,,C[C@@]1(c2cc(NC(=O)c3ncc(Cl)cc3F)cc(F)c2F)C[C@@H](C(F)(F)F)OC(N)=N1,466.77,4.29,5.0,2.0,89.60,BACE1
7448,CHEMBL3955255,,C[C@@]1(c2cc(NC(=O)c3cnc(OCc4ncco4)cn3)cc(F)c2F)C[C@@H](C(F)(F)F)OC(N)=N1,512.40,3.46,9.0,2.0,137.75,BACE1
7449,CHEMBL3965367,,C[C@@]1(c2cc(NC(=O)c3ccc(C#N)cn3)cc(Cl)c2F)C[C@@H](C(F)(F)F)OC(N)=N1,455.80,3.88,6.0,2.0,113.39,BACE1
7450,CHEMBL3929911,,C[C@@]1(c2cc(NC(=O)c3ncc(C(F)(F)F)cc3Cl)cc(F)c2F)C[C@@H](C(F)(F)F)OC(N)=N1,516.78,5.17,5.0,2.0,89.60,BACE1
7451,CHEMBL3960890,,CC#CCOc1cnc(C(=O)Nc2cc(F)c(F)c([C@]3(C)C[C@@H](C(F)(F)F)OC(N)=N3)c2)c(C)c1,496.44,4.20,6.0,2.0,98.83,BACE1
7452,CHEMBL3924515,,CC#CCOc1ccc(C(=O)Nc2cc(F)c(F)c([C@]3(C)C[C@@H](C(F)(F)F)OC(N)=N3)c2)nc1,482.41,3.90,6.0,2.0,98.83,BACE1
7453,CHEMBL3915529,,Cc1cc(OCC2CC2)cnc1C(=O)Nc1cc(F)c(F)c([C@]2(C)C[C@@H](C(F)(F)F)OC(N)=N2)c1,498.45,4.59,6.0,2.0,98.83,BACE1
7454,CHEMBL3935479,,Cc1cc(OCC(F)(F)F)cnc1C(=O)Nc1cc(F)c(F)c([C@]2(C)C[C@@H](C(F)(F)F)OC(N)=N2)c1,526.38,4.74,6.0,2.0,98.83,BACE1
7455,CHEMBL3957556,,COc1cc(Cl)cnc1C(=O)Nc1cc(F)c(F)c([C@]2(C)C[C@@H](C(F)(F)F)OC(N)=N2)c1,478.81,4.16,6.0,2.0,98.83,BACE1
7456,CHEMBL3968489,,C[C@@]1(c2cc(NC(=O)c3cnc(OCC(F)(F)F)cn3)cc(F)c2F)C[C@@H](C(F)(F)F)OC(N)=N1,513.35,3.83,7.0,2.0,111.72,BACE1
7457,CHEMBL3930009,,C[C@@]1(c2cc(NC(=O)c3nn(C(F)F)cc3Cl)cc(F)c2F)C[C@@H](C(F)(F)F)OC(N)=N1,487.76,4.34,6.0,2.0,94.53,BACE1
7458,CHEMBL3926156,,Cc1nc(OCC(F)(F)F)cnc1C(=O)Nc1cc(F)c(F)c([C@]2(C)C[C@@H](C(F)(F)F)OC(N)=N2)c1,527.37,4.14,7.0,2.0,111.72,BACE1
7459,CHEMBL3956483,,C[C@@]1(c2cc(NC(=O)c3ncc(C(F)F)cc3Cl)cc(F)c2F)C[C@@H](C(F)(F)F)OC(N)=N1,498.79,5.08,5.0,2.0,89.60,BACE1
7460,CHEMBL3973889,,COCc1cc(Cl)cnc1C(=O)Nc1cc(F)c(F)c([C@]2(C)C[C@@H](C(F)(F)F)OC(N)=N2)c1,492.83,4.29,6.0,2.0,98.83,BACE1
7461,CHEMBL3944430,,C[C@@]1(c2cc(NC(=O)c3ccc(C(F)F)cn3)cc(F)c2F)C[C@@H](C(F)(F)F)OC(N)=N1,464.34,4.43,5.0,2.0,89.60,BACE1
7462,CHEMBL3945996,,C[C@@]1(c2cc(NC(=O)c3ccc(Cl)cn3)cc(Cl)c2F)C[C@@H](C(F)(F)F)OC(N)=N1,465.23,4.66,5.0,2.0,89.60,BACE1
7463,CHEMBL3966981,,COc1cnc(C(=O)Nc2cc(Cl)c(F)c([C@]3(C)C[C@@H](C(F)(F)F)OC(N)=N3)c2)cn1,461.80,3.41,7.0,2.0,111.72,BACE1
7464,CHEMBL3963645,,COc1ccc(C(=O)Nc2cc(Cl)c(F)c([C@]3(C)C[C@@H](C(F)(F)F)OC(N)=N3)c2)nc1,460.82,4.02,6.0,2.0,98.83,BACE1
7465,CHEMBL3892657,,Cc1cc(C#N)cnc1C(=O)Nc1cc(Cl)c(F)c([C@]2(C)C[C@@H](C(F)(F)F)OC(N)=N2)c1,469.83,4.19,6.0,2.0,113.39,BACE1
7466,CHEMBL3905422,,C[C@@]1(c2cc(NC(=O)c3cnc(C(F)F)cn3)cc(Cl)c2F)C[C@@H](C(F)(F)F)OC(N)=N1,481.78,4.34,6.0,2.0,102.49,BACE1
7467,CHEMBL3979143,,C#CCOc1cnc(C(=O)Nc2cc(Cl)c(F)c([C@]3(C)C[C@@H](C(F)(F)F)OC(N)=N3)c2)cn1,485.83,3.41,7.0,2.0,111.72,BACE1
7468,CHEMBL3950109,,C[C@@]1(c2cc(NC(=O)c3ccc(Br)cn3)cc(Cl)c2F)C[C@@H](C(F)(F)F)OC(N)=N1,509.69,4.77,5.0,2.0,89.60,BACE1
7469,CHEMBL3933312,,COc1cnc(C(=O)Nc2cc(Cl)c(F)c([C@]3(C)C[C@@H](C(F)(F)F)OC(N)=N3)c2)c(C)n1,475.83,3.72,7.0,2.0,111.72,BACE1
7470,CHEMBL3891152,,C[C@@]1(c2cc(NC(=O)c3cnc(OCC(F)(F)F)cn3)cc(Cl)c2F)C[C@@H](C(F)(F)F)OC(N)=N1,529.80,4.34,7.0,2.0,111.72,BACE1
7471,CHEMBL3933535,,C[C@@]1(c2cc(NC(=O)c3ccc(Cl)cn3)cc(F)c2Cl)C[C@@H](C(F)(F)F)OC(N)=N1,465.23,4.66,5.0,2.0,89.60,BACE1
7472,CHEMBL3955707,,COc1cnc(C(=O)Nc2cc(F)c(Cl)c([C@]3(C)C[C@@H](C(F)(F)F)OC(N)=N3)c2)cn1,461.80,3.41,7.0,2.0,111.72,BACE1
7473,CHEMBL3926258,,C[C@@]1(c2cc(NC(=O)c3ccc(C#N)cn3)cc(F)c2Cl)C[C@@H](C(F)(F)F)OC(N)=N1,455.80,3.88,6.0,2.0,113.39,BACE1
7474,CHEMBL3963410,,COc1cnc(C(=O)Nc2cc(F)c(F)c([C@]3(C)C[C@@H](C(F)(F)F)OC(N)=N3)c2)c(F)c1,462.35,3.64,6.0,2.0,98.83,BACE1
7475,CHEMBL3919193,,C[C@@]1(c2cc(NC(=O)c3ncc(Br)cc3F)cc(F)c2F)C[C@@H](C(F)(F)F)OC(N)=N1,511.22,4.39,5.0,2.0,89.60,BACE1
7476,CHEMBL3923202,,CC(C)(C)OC(=O)N(C(=O)c1ccccc1)C1=N[C@](C)(c2cc(Br)cnc2F)C[C@@H](C(F)(F)F)O1,560.34,5.98,6.0,0.0,81.09,BACE1
7477,CHEMBL3968046,,CCCCOC(=O)C[C@](C)(N[S@+]([O-])C(C)(C)C)c1cc(Br)ccc1F,436.39,4.59,4.0,1.0,61.39,BACE1
7478,CHEMBL3961919,,CC(C)(C)OC(=O)N(C(=O)c1ccccc1)C1=N[C@](C)(c2nc(Br)ccc2F)C[C@@H](C(F)(F)F)O1,560.34,5.98,6.0,0.0,81.09,BACE1
7479,CHEMBL3960028,,CC1OB(c2ccc(F)c([C@]3(CF)C[C@@H](C(F)(F)F)OC(NC(=O)c4ccccc4)=N3)c2)OC1(C)C,510.27,,,,,BACE1
7480,CHEMBL3908985,,NC1=N[C@](CO)(c2cc(Oc3cc(Br)ccn3)ccc2F)C[C@@H](C(F)(F)F)O1,464.21,3.63,6.0,2.0,89.96,BACE1
7481,CHEMBL3983828,,Cc1cc(C#N)cnc1C(=O)Nc1ccc(F)c([C@]2(CF)C[C@@H](C(F)(F)F)OC(N)=N2)c1,453.37,3.48,6.0,2.0,113.39,BACE1
7482,CHEMBL4107763,,CN(C)/N=C(/C[C@](CF)(N[S@+]([O-])C(C)(C)C)c1cccc(F)c1F)C(F)(F)F,431.45,4.05,4.0,1.0,50.69,BACE1
7483,CHEMBL4114413,,CC[Si](CC)(CC)c1cc(Br)nc([C@@](CC(=O)OC(C)(C)C)(N[S@+]([O-])C(C)(C)C)C(F)F)c1F,587.62,,,,,BACE1
7484,CHEMBL3937600,,O=C(NC1=N[C@](c2nc(NC(=O)c3ccc(Cl)cn3)ccc2F)(C(F)F)C[C@@H](C(F)(F)F)O1)c1ccccc1,571.87,5.12,6.0,2.0,105.57,BACE1
7485,CHEMBL3918452,,CC(C)(C)OC(=O)N(C(=O)c1ccccc1)C1=N[C@](CF)(c2cc(Br)cnc2F)C[C@@H](C(F)(F)F)O1,578.33,5.93,6.0,0.0,81.09,BACE1
7486,CHEMBL4109797,,CN(C)/N=C(/C[C@](CF)(N[S@+]([O-])C(C)(C)C)c1cccc(Br)c1)C(F)(F)F,474.36,4.54,4.0,1.0,50.69,BACE1
7487,CHEMBL3942635,,O=C(NC1=N[C@](CF)(c2nc(Br)ccc2F)C[C@@H](C(F)(F)F)O1)c1ccccc1,478.22,4.29,4.0,1.0,63.58,BACE1
7488,CHEMBL3978473,,NC1=NC2(CCO1)c1cc(NC(=O)c3ccc(Cl)cn3)ccc1Oc1ncc(Br)cc12,500.74,4.23,7.0,2.0,111.72,BACE1
7489,CHEMBL3904724,,NC1=NC2(CCO1)c1cc(NC(=O)c3cnc(O)cn3)ccc1Oc1ncc(Br)cc12,483.28,2.68,9.0,3.0,144.84,BACE1
7490,CHEMBL3981834,,COc1cnc(C(=O)Nc2ccc3c(c2)C2(CCOC(N)=N2)c2cc(Br)cnc2O3)cn1,497.31,2.98,9.0,2.0,133.84,BACE1
7491,CHEMBL3948764,,NC1=NC2(CCO1)c1cc(NC(=O)c3ccc(Cl)cn3)ccc1Oc1c2cc(Cl)nc1F,474.28,4.26,7.0,2.0,111.72,BACE1
7492,CHEMBL3924457,,N#Cc1ccc(C(=O)Nc2ccc3c(c2)C2(CCOC(N)=N2)c2cc(Cl)nc(F)c2O3)nc1,464.84,3.48,8.0,2.0,135.51,BACE1
7493,CHEMBL3897373,,COc1cnc(C(=O)Nc2ccc3c(c2)C2(CCOC(N)=N2)c2cc(Cl)nc(F)c2O3)cn1,470.85,3.01,9.0,2.0,133.84,BACE1
7494,CHEMBL3968517,,CC#CCOc1cnc(C(=O)Nc2ccc3c(c2)C2(CCOC(N)=N2)c2cc(Cl)nc(F)c2O3)cn1,508.90,3.40,9.0,2.0,133.84,BACE1
7495,CHEMBL3906344,,NC1=NC2(CCO1)c1cc(NC(=O)c3cnc(Cl)cn3)ccc1Oc1c2cc(Cl)nc1F,475.27,3.65,8.0,2.0,124.61,BACE1
7496,CHEMBL3973815,,COc1cc(F)c2c(c1)C1(CCSC(N)=N1)c1cc(NC(=O)c3ccc(Cl)cn3)ccc1O2,484.94,4.94,7.0,2.0,98.83,BACE1
7497,CHEMBL3976955,,COc1cc(F)c2c(c1)C1(CCSC(N)=N1)c1cc(NC(=O)c3cnc(OC)cn3)ccc1O2,481.51,3.69,9.0,2.0,120.95,BACE1
7498,CHEMBL3947677,,NC1=NC2(CCO1)c1cc(NC(=O)c3ccc(Cl)cn3)ccc1Oc1ncc(C3=CCOCC3)cc12,503.95,4.27,8.0,2.0,120.95,BACE1
7499,CHEMBL3979722,,COc1cc(F)c2c(c1)C1(CCOC(N)=N1)c1cc(NC(=O)c3ccc(Cl)cn3)ccc1O2,468.87,4.22,7.0,2.0,108.06,BACE1
7500,CHEMBL3909521,,NC1=NC2(CCO1)c1cc(NC(=O)c3ccc(Cl)cn3)ccc1Oc1ncccc12,421.84,3.47,7.0,2.0,111.72,BACE1
7501,CHEMBL3962806,,NC1=NC2(CCO1)c1cc(NC(=O)c3ccc(Cl)cc3F)ccc1Oc1ncc(Br)cc12,517.74,4.97,6.0,2.0,98.83,BACE1
7502,CHEMBL3890269,,NC1=NC2(CCO1)c1cc(NC(=O)c3ccc(Cl)cn3)ccc1Oc1c2cc(C2=CCCOC2)nc1F,521.94,4.41,8.0,2.0,120.95,BACE1
7503,CHEMBL3966377,,COc1cnc(C(=O)Nc2ccc3c(c2)C2(CCOC(N)=N2)c2cc(C4=CCCOC4)nc(F)c2O3)cn1,518.51,3.16,10.0,2.0,143.07,BACE1
7504,CHEMBL3895059,,N#Cc1ccc(C(=O)Nc2ccc3c(c2)C2(CCOC(N)=N2)c2cc(C4=CCCOC4)nc(F)c2O3)nc1,512.50,3.63,9.0,2.0,144.74,BACE1
7505,CHEMBL3971627,,COc1nc(C2CC2)cc2c1Oc1ccc(NC(=O)c3ccc(Cl)cn3)cc1C21CCOC(N)=N1,491.94,4.35,8.0,2.0,120.95,BACE1
7506,CHEMBL3905117,,NC1=NC2(CCO1)c1cc(NC(=O)c3ccc(Cl)cn3)ccc1Oc1c2cc(C2CC2)nc1F,479.90,4.48,7.0,2.0,111.72,BACE1
7507,CHEMBL3986979,,COc1cnc(C(=O)Nc2ccc3c(c2)C2(CCOC(N)=N2)c2cc(C4CC4)nc(F)c2O3)cn1,476.47,3.23,9.0,2.0,133.84,BACE1
7508,CHEMBL3917225,,NC1=NC2(CCO1)c1cc(NC(=O)c3ccc(Cl)cn3)ccc1Oc1ncc(C3=CCCOC3)cc12,503.95,4.27,8.0,2.0,120.95,BACE1
7509,CHEMBL3976114,,COc1cnc(C(=O)Nc2ccc3c(c2)C2(CCSC(N)=N2)c2cc(Cl)nc(F)c2O3)cn1,486.92,3.73,9.0,2.0,124.61,BACE1
7510,CHEMBL3967607,,Cc1cccnc1Nc1ccc2c(c1)[C@@]1(CCOC(N)=N1)c1cc(Cl)nc(F)c1O2,425.85,4.41,7.0,2.0,94.65,BACE1
7511,CHEMBL3937998,,CCOc1cccnc1Nc1ccc2c(c1)C1(CCSC(N)=N1)c1cc(OC)cc(F)c1O2,466.54,5.17,8.0,2.0,90.99,BACE1
